task_name,task_id,issue_reason
refresh_table,15,system_prompt_error
refresh_table,12,system_prompt_error
refresh_table,19,system_prompt_error
refresh_table,20,system_prompt_error
map_table,160,duplicate_question
refresh_table,31,system_prompt_error
refresh_table,35,system_prompt_error
refresh_table,38,system_prompt_error
refresh_table,36,system_prompt_error
refresh_table,39,system_prompt_error
refresh_table,37,system_prompt_error
refresh_table,32,system_prompt_error
refresh_table,17,system_prompt_error
refresh_table,33,system_prompt_error
refresh_table,18,system_prompt_error
refresh_table,59,system_prompt_error
refresh_table,58,system_prompt_error
refresh_table,53,system_prompt_error
refresh_table,57,system_prompt_error
refresh_table,55,system_prompt_error
refresh_table,40,system_prompt_error
refresh_table,60,system_prompt_error
refresh_table,54,system_prompt_error
refresh_table,56,system_prompt_error
refresh_table,52,system_prompt_error
refresh_table,75,system_prompt_error
refresh_table,51,system_prompt_error
refresh_table,71,system_prompt_error
refresh_table,73,system_prompt_error
refresh_table,77,system_prompt_error
refresh_table,78,system_prompt_error
refresh_table,82,duplicate_question
refresh_table,81,duplicate_question
refresh_table,34,system_prompt_error
refresh_table,83,duplicate_question
refresh_table,84,duplicate_question
refresh_table,86,duplicate_question
refresh_table,85,duplicate_question
refresh_table,87,duplicate_question
refresh_table,74,system_prompt_error
refresh_table,89,duplicate_question
refresh_table,72,system_prompt_error
refresh_table,88,duplicate_question
refresh_table,80,system_prompt_error
refresh_table,79,system_prompt_error
refresh_table,90,duplicate_question
refresh_table,91,duplicate_question
refresh_table,94,duplicate_question
refresh_table,93,duplicate_question
refresh_table,101,duplicate_question
refresh_table,96,duplicate_question
refresh_table,97,duplicate_question
refresh_table,99,duplicate_question
refresh_table,92,duplicate_question
refresh_table,102,duplicate_question
refresh_table,104,duplicate_question
refresh_table,108,duplicate_question
refresh_table,103,duplicate_question
refresh_table,105,duplicate_question
refresh_table,107,duplicate_question
add_table,14,duplicate_question
refresh_table,106,duplicate_question
refresh_table,111,duplicate_question
refresh_table,110,duplicate_question
refresh_table,76,system_prompt_error
refresh_table,109,duplicate_question
refresh_table,115,duplicate_question
refresh_table,116,duplicate_question
refresh_table,100,duplicate_question
refresh_table,112,duplicate_question
refresh_table,121,duplicate_question
refresh_table,113,duplicate_question
refresh_table,118,duplicate_question
refresh_table,119,duplicate_question
refresh_table,124,duplicate_question
refresh_table,117,duplicate_question
refresh_table,98,duplicate_question
refresh_table,95,duplicate_question
refresh_table,120,duplicate_question
refresh_table,123,duplicate_question
refresh_table,122,duplicate_question
refresh_table,125,duplicate_question
refresh_table,130,duplicate_question
refresh_table,126,duplicate_question
refresh_table,128,duplicate_question
refresh_table,127,duplicate_question
refresh_table,129,duplicate_question
refresh_table,134,duplicate_question
refresh_table,135,duplicate_question
refresh_table,139,duplicate_question
refresh_table,136,duplicate_question
refresh_table,114,duplicate_question
refresh_table,143,duplicate_question
refresh_table,141,duplicate_question
refresh_table,137,duplicate_question
refresh_table,148,duplicate_question
refresh_table,138,duplicate_question
refresh_table,142,duplicate_question
refresh_table,144,duplicate_question
refresh_table,145,duplicate_question
refresh_table,146,duplicate_question
refresh_table,147,duplicate_question
refresh_table,150,duplicate_question
refresh_table,149,duplicate_question
refresh_table,151,duplicate_question
refresh_table,132,duplicate_question
refresh_table,131,duplicate_question
refresh_table,155,duplicate_question
refresh_table,133,duplicate_question
refresh_table,157,duplicate_question
refresh_table,158,duplicate_question
refresh_table,153,duplicate_question
refresh_table,154,duplicate_question
refresh_table,156,duplicate_question
refresh_table,140,duplicate_question
refresh_table,152,duplicate_question
refresh_table,160,duplicate_question
add_text,6,system_prompt_error
add_text,17,system_prompt_error
add_text,7,system_prompt_error
add_text,8,system_prompt_error
add_text,10,system_prompt_error
add_text,18,system_prompt_error
add_text,16,system_prompt_error
add_text,19,system_prompt_error
refresh_table,159,duplicate_question
add_text,26,system_prompt_error
add_text,28,system_prompt_error
add_text,29,system_prompt_error
add_text,27,system_prompt_error
add_text,20,system_prompt_error
add_text,9,system_prompt_error
add_text,36,system_prompt_error
add_text,30,system_prompt_error
add_text,37,system_prompt_error
add_text,38,system_prompt_error
add_text,39,system_prompt_error
add_text,50,system_prompt_error
add_text,40,system_prompt_error
add_text,46,system_prompt_error
add_text,47,system_prompt_error
add_text,48,system_prompt_error
add_text,59,system_prompt_error
add_text,56,system_prompt_error
add_text,60,system_prompt_error
add_text,58,system_prompt_error
add_text,57,system_prompt_error
add_text,66,system_prompt_error
add_text,49,system_prompt_error
add_text,68,system_prompt_error
add_text,70,system_prompt_error
add_text,69,system_prompt_error
add_text,67,system_prompt_error
add_text,77,system_prompt_error
add_text,76,system_prompt_error
add_text,80,system_prompt_error
add_text,82,duplicate_question
add_text,78,system_prompt_error
add_text,81,duplicate_question
add_text,79,system_prompt_error
add_text,84,duplicate_question
add_text,83,duplicate_question
add_text,86,duplicate_question
add_text,85,duplicate_question
add_text,87,duplicate_question
add_text,91,duplicate_question
add_text,92,duplicate_question
add_text,93,duplicate_question
add_text,90,duplicate_question
add_text,89,duplicate_question
add_text,88,duplicate_question
add_text,94,duplicate_question
add_text,95,duplicate_question
add_text,100,duplicate_question
add_text,99,duplicate_question
add_text,102,duplicate_question
add_text,101,duplicate_question
add_text,103,duplicate_question
add_text,96,duplicate_question
add_text,104,duplicate_question
add_text,105,duplicate_question
add_text,97,duplicate_question
add_text,106,duplicate_question
add_text,109,duplicate_question
add_text,98,duplicate_question
add_text,108,duplicate_question
add_text,110,duplicate_question
add_text,111,duplicate_question
add_text,112,duplicate_question
add_text,113,duplicate_question
add_text,114,duplicate_question
add_text,115,duplicate_question
add_text,116,duplicate_question
add_text,117,duplicate_question
add_text,119,duplicate_question
add_text,118,duplicate_question
add_text,121,duplicate_question
add_text,122,duplicate_question
add_text,123,duplicate_question
add_text,120,duplicate_question
add_text,125,duplicate_question
add_text,124,duplicate_question
add_text,126,duplicate_question
add_text,130,duplicate_question
add_text,132,duplicate_question
add_text,131,duplicate_question
add_text,107,duplicate_question
add_text,134,duplicate_question
add_text,133,duplicate_question
add_text,135,duplicate_question
add_text,139,duplicate_question
add_text,137,duplicate_question
add_text,136,duplicate_question
add_text,141,duplicate_question
add_text,140,duplicate_question
add_text,142,duplicate_question
add_text,143,duplicate_question
add_text,144,duplicate_question
add_text,146,duplicate_question
add_text,145,duplicate_question
add_text,148,duplicate_question
add_text,129,duplicate_question
add_text,150,duplicate_question
add_text,149,duplicate_question
add_text,127,duplicate_question
add_text,147,duplicate_question
add_text,151,duplicate_question
add_text,152,duplicate_question
add_text,153,duplicate_question
add_text,128,duplicate_question
add_text,154,duplicate_question
add_text,155,duplicate_question
add_text,138,duplicate_question
add_text,156,duplicate_question
add_text,157,duplicate_question
add_text,160,duplicate_question
add_text,159,duplicate_question
add_text,158,duplicate_question
revise_text,9,system_prompt_error
revise_text,10,system_prompt_error
revise_text,6,system_prompt_error
revise_text,7,system_prompt_error
revise_text,19,system_prompt_error
revise_text,16,system_prompt_error
revise_text,20,system_prompt_error
revise_text,17,system_prompt_error
revise_text,8,system_prompt_error
revise_text,18,system_prompt_error
revise_text,26,system_prompt_error
revise_text,27,system_prompt_error
revise_text,28,system_prompt_error
revise_text,30,system_prompt_error
revise_text,29,system_prompt_error
revise_text,36,system_prompt_error
revise_text,38,system_prompt_error
revise_text,40,system_prompt_error
revise_text,39,system_prompt_error
revise_text,37,system_prompt_error
revise_text,49,system_prompt_error
revise_text,47,system_prompt_error
revise_text,48,system_prompt_error
revise_text,46,system_prompt_error
revise_text,50,system_prompt_error
revise_text,57,system_prompt_error
revise_text,59,system_prompt_error
revise_text,66,system_prompt_error
revise_text,56,system_prompt_error
revise_text,58,system_prompt_error
revise_text,67,system_prompt_error
revise_text,68,system_prompt_error
revise_text,69,system_prompt_error
revise_text,70,system_prompt_error
revise_text,77,system_prompt_error
revise_text,76,system_prompt_error
revise_text,78,system_prompt_error
revise_text,60,system_prompt_error
revise_text,83,duplicate_question
revise_text,82,duplicate_question
revise_text,81,duplicate_question
revise_text,79,system_prompt_error
revise_text,80,system_prompt_error
revise_text,84,duplicate_question
revise_text,86,duplicate_question
revise_text,85,duplicate_question
revise_text,88,duplicate_question
revise_text,89,duplicate_question
revise_text,92,duplicate_question
revise_text,87,duplicate_question
revise_text,91,duplicate_question
revise_text,93,duplicate_question
revise_text,90,duplicate_question
revise_text,95,duplicate_question
revise_text,96,duplicate_question
revise_text,94,duplicate_question
revise_text,97,duplicate_question
revise_text,98,duplicate_question
revise_text,101,duplicate_question
revise_text,105,duplicate_question
revise_text,104,duplicate_question
revise_text,100,duplicate_question
revise_text,106,duplicate_question
revise_text,107,duplicate_question
revise_text,103,duplicate_question
revise_text,108,duplicate_question
revise_text,109,duplicate_question
revise_text,110,duplicate_question
revise_text,112,duplicate_question
revise_text,111,duplicate_question
revise_text,113,duplicate_question
revise_text,114,duplicate_question
revise_text,116,duplicate_question
revise_text,115,duplicate_question
revise_text,99,duplicate_question
revise_text,102,duplicate_question
revise_text,118,duplicate_question
revise_text,120,duplicate_question
revise_text,121,duplicate_question
revise_text,119,duplicate_question
revise_text,117,duplicate_question
revise_text,122,duplicate_question
revise_text,123,duplicate_question
revise_text,125,duplicate_question
revise_text,124,duplicate_question
revise_text,129,duplicate_question
revise_text,131,duplicate_question
revise_text,133,duplicate_question
revise_text,130,duplicate_question
revise_text,132,duplicate_question
revise_text,126,duplicate_question
revise_text,134,duplicate_question
revise_text,127,duplicate_question
revise_text,128,duplicate_question
revise_text,137,duplicate_question
revise_text,138,duplicate_question
revise_text,135,duplicate_question
revise_text,141,duplicate_question
revise_text,142,duplicate_question
revise_text,136,duplicate_question
revise_text,143,duplicate_question
revise_text,140,duplicate_question
revise_text,144,duplicate_question
revise_text,139,duplicate_question
revise_text,146,duplicate_question
revise_text,147,duplicate_question
revise_text,148,duplicate_question
revise_text,145,duplicate_question
revise_text,149,duplicate_question
revise_text,151,duplicate_question
revise_text,150,duplicate_question
revise_text,152,duplicate_question
revise_text,153,duplicate_question
revise_text,154,duplicate_question
revise_text,156,duplicate_question
revise_text,155,duplicate_question
revise_text,158,duplicate_question
revise_text,160,duplicate_question
revise_text,157,duplicate_question
revise_text,159,duplicate_question
map_text,82,duplicate_question
map_text,81,duplicate_question
map_text,83,duplicate_question
map_text,85,duplicate_question
map_text,86,duplicate_question
map_text,84,duplicate_question
map_text,89,duplicate_question
map_text,87,duplicate_question
map_text,88,duplicate_question
map_text,90,duplicate_question
map_text,93,duplicate_question
map_text,91,duplicate_question
map_text,97,duplicate_question
map_text,95,duplicate_question
map_text,96,duplicate_question
map_text,92,duplicate_question
map_text,100,duplicate_question
map_text,101,duplicate_question
map_text,105,duplicate_question
map_text,94,duplicate_question
map_text,98,duplicate_question
map_text,102,duplicate_question
map_text,99,duplicate_question
map_text,104,duplicate_question
map_text,106,duplicate_question
map_text,108,duplicate_question
map_text,103,duplicate_question
map_text,112,duplicate_question
map_text,107,duplicate_question
map_text,109,duplicate_question
map_text,110,duplicate_question
map_text,111,duplicate_question
map_text,115,duplicate_question
map_text,113,duplicate_question
map_text,117,duplicate_question
map_text,116,duplicate_question
map_text,114,duplicate_question
map_text,119,duplicate_question
map_text,120,duplicate_question
map_text,121,duplicate_question
map_text,118,duplicate_question
map_text,122,duplicate_question
map_text,125,duplicate_question
map_text,123,duplicate_question
map_text,127,duplicate_question
map_text,124,duplicate_question
map_text,129,duplicate_question
map_text,128,duplicate_question
map_text,126,duplicate_question
map_text,130,duplicate_question
map_text,133,duplicate_question
map_text,132,duplicate_question
map_text,134,duplicate_question
map_text,131,duplicate_question
map_text,136,duplicate_question
map_text,138,duplicate_question
map_text,143,duplicate_question
map_text,140,duplicate_question
map_text,144,duplicate_question
map_text,142,duplicate_question
map_text,137,duplicate_question
map_text,139,duplicate_question
map_text,145,duplicate_question
map_text,141,duplicate_question
map_text,146,duplicate_question
map_text,152,duplicate_question
map_text,147,duplicate_question
map_text,150,duplicate_question
map_text,135,duplicate_question
map_text,149,duplicate_question
map_text,148,duplicate_question
map_text,153,duplicate_question
map_text,154,duplicate_question
map_text,157,duplicate_question
map_text,155,duplicate_question
map_text,156,duplicate_question
map_text,151,duplicate_question
map_text,159,duplicate_question
map_text,160,duplicate_question
map_text,158,duplicate_question
refresh_text,11,system_prompt_error
refresh_text,13,system_prompt_error
refresh_text,15,system_prompt_error
refresh_text,12,system_prompt_error
refresh_text,14,system_prompt_error
refresh_text,17,system_prompt_error
refresh_text,18,system_prompt_error
refresh_text,20,system_prompt_error
refresh_text,19,system_prompt_error
refresh_text,16,system_prompt_error
refresh_text,31,system_prompt_error
refresh_text,33,system_prompt_error
refresh_text,32,system_prompt_error
refresh_text,35,system_prompt_error
refresh_text,34,system_prompt_error
refresh_text,36,system_prompt_error
refresh_text,37,system_prompt_error
refresh_text,38,system_prompt_error
refresh_text,39,system_prompt_error
refresh_text,40,system_prompt_error
refresh_text,52,system_prompt_error
refresh_text,51,system_prompt_error
refresh_text,56,system_prompt_error
refresh_text,54,system_prompt_error
refresh_text,53,system_prompt_error
refresh_text,59,system_prompt_error
refresh_text,55,system_prompt_error
refresh_text,58,system_prompt_error
refresh_text,57,system_prompt_error
refresh_text,60,system_prompt_error
refresh_text,74,system_prompt_error
refresh_text,71,system_prompt_error
refresh_text,72,system_prompt_error
refresh_text,73,system_prompt_error
refresh_text,75,system_prompt_error
refresh_text,76,system_prompt_error
refresh_text,77,system_prompt_error
refresh_text,78,system_prompt_error
refresh_text,82,duplicate_question
refresh_text,80,system_prompt_error
refresh_text,79,system_prompt_error
refresh_text,81,duplicate_question
refresh_text,83,duplicate_question
refresh_text,84,duplicate_question
refresh_text,90,duplicate_question
refresh_text,85,duplicate_question
refresh_text,86,duplicate_question
refresh_text,87,duplicate_question
refresh_text,88,duplicate_question
refresh_text,91,duplicate_question
refresh_text,93,duplicate_question
refresh_text,89,duplicate_question
refresh_text,92,duplicate_question
refresh_text,94,duplicate_question
refresh_text,96,duplicate_question
refresh_text,99,duplicate_question
refresh_text,98,duplicate_question
refresh_text,95,duplicate_question
refresh_text,97,duplicate_question
refresh_text,100,duplicate_question
refresh_text,104,duplicate_question
refresh_text,101,duplicate_question
refresh_text,103,duplicate_question
refresh_text,102,duplicate_question
refresh_text,105,duplicate_question
refresh_text,106,duplicate_question
refresh_text,108,duplicate_question
refresh_text,107,duplicate_question
refresh_text,109,duplicate_question
refresh_text,111,duplicate_question
refresh_text,113,duplicate_question
refresh_text,110,duplicate_question
refresh_text,115,duplicate_question
refresh_text,114,duplicate_question
refresh_text,117,duplicate_question
refresh_text,116,duplicate_question
refresh_text,112,duplicate_question
refresh_text,123,duplicate_question
refresh_text,121,duplicate_question
refresh_text,122,duplicate_question
refresh_text,120,duplicate_question
refresh_text,118,duplicate_question
refresh_text,129,duplicate_question
refresh_text,119,duplicate_question
refresh_text,125,duplicate_question
refresh_text,127,duplicate_question
refresh_text,126,duplicate_question
refresh_text,128,duplicate_question
refresh_text,124,duplicate_question
refresh_text,131,duplicate_question
refresh_text,132,duplicate_question
refresh_text,130,duplicate_question
refresh_text,134,duplicate_question
refresh_text,136,duplicate_question
refresh_text,137,duplicate_question
refresh_text,138,duplicate_question
refresh_text,140,duplicate_question
refresh_text,133,duplicate_question
refresh_text,139,duplicate_question
refresh_text,142,duplicate_question
refresh_text,144,duplicate_question
refresh_text,143,duplicate_question
refresh_text,141,duplicate_question
refresh_text,146,duplicate_question
refresh_text,135,duplicate_question
refresh_text,148,duplicate_question
refresh_text,145,duplicate_question
refresh_text,147,duplicate_question
refresh_text,149,duplicate_question
refresh_text,150,duplicate_question
refresh_text,153,duplicate_question
refresh_text,152,duplicate_question
refresh_text,155,duplicate_question
refresh_text,151,duplicate_question
refresh_text,154,duplicate_question
refresh_text,157,duplicate_question
refresh_text,158,duplicate_question
refresh_text,156,duplicate_question
refresh_text,159,duplicate_question
refresh_text,160,duplicate_question
add_vector,11,system_prompt_error
add_vector,12,system_prompt_error
add_vector,15,system_prompt_error
add_vector,17,system_prompt_error
add_vector,16,system_prompt_error
add_vector,19,system_prompt_error
add_vector,14,system_prompt_error
add_vector,20,system_prompt_error
add_vector,35,system_prompt_error
add_vector,13,system_prompt_error
add_vector,31,system_prompt_error
add_vector,36,system_prompt_error
add_vector,32,system_prompt_error
add_vector,37,system_prompt_error
add_vector,34,system_prompt_error
add_vector,39,system_prompt_error
add_vector,18,system_prompt_error
add_vector,38,system_prompt_error
add_vector,40,system_prompt_error
add_vector,33,system_prompt_error
add_vector,52,system_prompt_error
add_vector,51,system_prompt_error
add_vector,56,system_prompt_error
add_vector,53,duplicate_question
add_vector,54,system_prompt_error
add_vector,58,system_prompt_error
add_vector,55,system_prompt_error
add_vector,57,system_prompt_error
add_vector,59,system_prompt_error
add_vector,60,system_prompt_error
add_vector,71,system_prompt_error
add_vector,72,system_prompt_error
add_vector,75,system_prompt_error
add_vector,74,system_prompt_error
add_vector,76,system_prompt_error
add_vector,73,system_prompt_error
add_vector,77,system_prompt_error
add_vector,78,system_prompt_error
add_vector,82,duplicate_question
add_vector,83,duplicate_question
add_vector,81,duplicate_question
add_vector,80,system_prompt_error
add_vector,84,duplicate_question
add_vector,87,duplicate_question
add_vector,85,duplicate_question
add_vector,79,system_prompt_error
add_vector,86,duplicate_question
add_vector,88,duplicate_question
add_vector,89,duplicate_question
add_vector,90,duplicate_question
add_vector,91,duplicate_question
add_vector,93,duplicate_question
add_vector,92,duplicate_question
add_vector,95,duplicate_question
add_vector,97,duplicate_question
add_vector,96,duplicate_question
add_vector,94,duplicate_question
add_vector,98,duplicate_question
add_vector,100,duplicate_question
add_vector,101,duplicate_question
add_vector,99,duplicate_question
add_vector,103,duplicate_question
add_vector,104,duplicate_question
add_vector,102,duplicate_question
add_vector,105,duplicate_question
add_vector,107,duplicate_question
add_vector,108,duplicate_question
add_vector,106,duplicate_question
add_vector,111,duplicate_question
add_vector,109,duplicate_question
add_vector,110,duplicate_question
add_vector,112,duplicate_question
add_vector,113,duplicate_question
add_vector,115,duplicate_question
add_vector,114,duplicate_question
add_vector,116,duplicate_question
add_vector,117,duplicate_question
add_vector,119,duplicate_question
add_vector,118,duplicate_question
add_vector,122,duplicate_question
add_vector,121,duplicate_question
add_vector,120,duplicate_question
add_vector,124,duplicate_question
add_vector,123,duplicate_question
add_vector,125,duplicate_question
add_vector,126,duplicate_question
add_vector,127,duplicate_question
add_vector,128,duplicate_question
add_vector,130,duplicate_question
add_vector,132,duplicate_question
add_vector,129,duplicate_question
add_vector,136,duplicate_question
add_vector,131,duplicate_question
add_vector,133,duplicate_question
add_vector,137,duplicate_question
add_vector,134,duplicate_question
add_vector,139,duplicate_question
add_vector,141,duplicate_question
add_vector,138,duplicate_question
add_vector,143,duplicate_question
add_vector,140,duplicate_question
add_vector,145,duplicate_question
add_vector,144,duplicate_question
add_vector,147,duplicate_question
add_vector,146,duplicate_question
add_vector,135,duplicate_question
add_vector,142,duplicate_question
add_vector,148,duplicate_question
add_vector,152,duplicate_question
add_vector,149,duplicate_question
add_vector,151,duplicate_question
add_vector,155,duplicate_question
add_vector,154,duplicate_question
add_vector,153,duplicate_question
add_vector,150,duplicate_question
add_vector,156,duplicate_question
add_vector,157,duplicate_question
add_vector,158,duplicate_question
add_vector,159,duplicate_question
add_vector,160,duplicate_question
delete_vector,6,system_prompt_error
delete_vector,8,system_prompt_error
delete_vector,9,system_prompt_error
delete_vector,10,system_prompt_error
delete_vector,7,system_prompt_error
delete_vector,16,system_prompt_error
delete_vector,17,system_prompt_error
delete_vector,20,system_prompt_error
delete_vector,19,system_prompt_error
delete_vector,18,system_prompt_error
delete_vector,26,system_prompt_error
delete_vector,27,system_prompt_error
delete_vector,28,system_prompt_error
delete_vector,29,system_prompt_error
delete_vector,30,system_prompt_error
delete_vector,38,system_prompt_error
delete_vector,39,system_prompt_error
delete_vector,40,system_prompt_error
delete_vector,37,system_prompt_error
delete_vector,36,system_prompt_error
delete_vector,47,system_prompt_error
delete_vector,48,system_prompt_error
delete_vector,46,system_prompt_error
delete_vector,49,system_prompt_error
delete_vector,50,system_prompt_error
