task_name,task_id,issue_source,issue_reason
normal_multi_turn_user_adjust_13,normal_multi_turn_user_adjust_13_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_15,normal_multi_turn_user_adjust_15_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_15,normal_multi_turn_user_adjust_15_2,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_16,normal_multi_turn_user_adjust_16_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_18,normal_multi_turn_user_adjust_18_2,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_30,normal_multi_turn_user_adjust_30_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_30,normal_multi_turn_user_adjust_30_2,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_35,normal_multi_turn_user_adjust_35_2,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_38,normal_multi_turn_user_adjust_38_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_39,normal_multi_turn_user_adjust_39_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_43,normal_multi_turn_user_adjust_43_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_45,normal_multi_turn_user_adjust_45_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_46,normal_multi_turn_user_adjust_46_0,llm,Non-canonical Parameter Values Get Error
normal_atom_enum,normal_atom_enum_22,manually,Non-canonical Parameter Values Get Error
normal_atom_enum,normal_atom_enum_38,llm,Non-canonical Parameter Values Get Error
normal_atom_enum,normal_atom_enum_46,manually,Non-canonical Parameter Values Get Error
normal_atom_object_short,normal_atom_object_short_19,llm,Non-canonical Parameter Values Get Error
normal_atom_object_short,normal_atom_object_short_42,llm,Non-canonical Parameter Values Get Error
normal_atom_list,normal_atom_list_0,llm,Non-canonical Parameter Values Get Error
normal_atom_list,normal_atom_list_10,llm,Non-canonical Parameter Values Get Error
normal_atom_list,normal_atom_list_15,llm,Non-canonical Parameter Values Get Error
normal_atom_list,normal_atom_list_19,llm,Non-canonical Parameter Values Get Error
normal_atom_list,normal_atom_list_41,llm,Non-canonical Parameter Values Get Error
normal_similar_api,normal_similar_api_43,manually,Non-canonical Parameter Values Get Error
normal_similar_api,normal_similar_api_45,llm,Non-canonical Parameter Values Get Error
normal_similar_api,normal_similar_api_49,llm,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_3,llm,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_11,llm,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_17,llm,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_26,llm,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_29,manually,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_35,llm,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_40,llm,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_70,manually,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_74,manually,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_76,manually,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_85,llm,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_88,llm,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_90,manually,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_99,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_0,normal_multi_turn_user_switch_0_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_5,normal_multi_turn_user_switch_5_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_6,normal_multi_turn_user_switch_6_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_8,normal_multi_turn_user_switch_8_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_10,normal_multi_turn_user_switch_10_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_11,normal_multi_turn_user_switch_11_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_11,normal_multi_turn_user_switch_11_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_15,normal_multi_turn_user_switch_15_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_19,normal_multi_turn_user_switch_19_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_20,normal_multi_turn_user_switch_20_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_21,normal_multi_turn_user_switch_21_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_23,normal_multi_turn_user_switch_23_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_25,normal_multi_turn_user_switch_25_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_31,normal_multi_turn_user_switch_31_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_31,normal_multi_turn_user_switch_31_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_35,normal_multi_turn_user_switch_35_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_42,normal_multi_turn_user_switch_42_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_43,normal_multi_turn_user_switch_43_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_45,normal_multi_turn_user_switch_45_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_46,normal_multi_turn_user_switch_46_0,llm,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_0,llm,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_9,llm,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_20,manually,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_26,manually,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_39,llm,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_42,manually,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_46,manually,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_50,llm,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_53,llm,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_56,llm,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_85,manually,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_94,llm,Non-canonical Parameter Values Get Error
normal_atom_object_deep,normal_atom_object_deep_8,llm,Non-canonical Parameter Values Get Error
normal_atom_object_deep,normal_atom_object_deep_26,llm,Non-canonical Parameter Values Get Error
normal_atom_object_deep,normal_atom_object_deep_32,llm,Non-canonical Parameter Values Get Error
normal_atom_object_deep,normal_atom_object_deep_34,llm,Non-canonical Parameter Values Get Error
normal_atom_object_deep,normal_atom_object_deep_39,llm,Non-canonical Parameter Values Get Error
normal_atom_object_deep,normal_atom_object_deep_49,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_14,normal_multi_turn_user_adjust_14_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_24,normal_multi_turn_user_adjust_24_0,llm,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_54,llm,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_47,llm,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_52,llm,Non-canonical Parameter Values Get Error
special_error_param,special_error_param_33,manually,Non-canonical Parameter Values Get Error
special_error_param,special_error_param_34,manually,Incorrect Parameter Value
special_error_param,special_error_param_35,manually,Non-canonical Parameter Values Get Error
special_incomplete,special_incomplete_8,manually,Incorrect Parameter Value
special_incomplete,special_incomplete_13,manually,Incorrect Parameter Value
special_incomplete,special_incomplete_38,manually,Incorrect Parameter Value
special_incomplete,special_incomplete_42,manually,Incorrect Parameter Value
special_error_param,special_error_param_46,manually,Value format mismatch
special_error_param,special_error_param_47,manually,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_92,manually,Incorrect Parameter Value
special_error_param,special_error_param_12,manually,Non-canonical Parameter Values Get Error
normal_atom_bool,normal_atom_bool_23,llm,Non-canonical Parameter Values Get Error
normal_atom_bool,normal_atom_bool_33,manually,Incorrect Parameter Value
special_error_param,special_error_param_1,manually,Non-canonical Parameter Values Get Error
special_error_param,special_error_param_2,manually,Incorrect Parameter Value
special_error_param,special_error_param_29,manually,Non-canonical Parameter Values Get Error
special_error_param,special_error_param_40,manually,Non-canonical Parameter Values Get Error
normal_atom_object_deep,normal_atom_object_deep_28,llm,Non-canonical Parameter Values Get Error
normal_atom_object_deep,normal_atom_object_deep_38,llm,Incorrect Parameter Value
normal_multi_turn_user_adjust_1,normal_multi_turn_user_adjust_1_0,llm,Incorrect Parameter Value
normal_multi_turn_user_adjust_29,normal_multi_turn_user_adjust_29_0,llm,Incorrect Parameter Value
normal_multi_turn_user_adjust_34,normal_multi_turn_user_adjust_34_0,llm,Incorrect Parameter Value
normal_atom_enum,normal_atom_enum_45,manually,Non-canonical Parameter Values Get Error
normal_atom_object_short,normal_atom_object_short_27,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_22,normal_multi_turn_user_switch_22_0,llm,Non-canonical Parameter Values Get Error
normal_atom_number,normal_atom_number_4,manually,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_59,manually,Incorrect Parameter Value
normal_atom_bool,normal_atom_bool_15,llm,Non-canonical Parameter Values Get Error
normal_atom_bool,normal_atom_bool_18,manually,Non-canonical Parameter Values Get Error
normal_atom_bool,normal_atom_bool_28,manually,Non-canonical Parameter Values Get Error
normal_atom_bool,normal_atom_bool_48,llm,Non-canonical Parameter Values Get Error
special_incomplete,special_incomplete_3,llm,Non-canonical Parameter Values Get Error
special_incomplete,special_incomplete_10,manually,Non-canonical Parameter Values Get Error
special_incomplete,special_incomplete_15,manually,Non-canonical Parameter Values Get Error
special_incomplete,special_incomplete_19,llm,Non-canonical Parameter Values Get Error
special_incomplete,special_incomplete_22,llm,Non-canonical Parameter Values Get Error
special_incomplete,special_incomplete_23,llm,Non-canonical Parameter Values Get Error
special_incomplete,special_incomplete_34,manually,Non-canonical Parameter Values Get Error
special_incomplete,special_incomplete_41,manually,Non-canonical Parameter Values Get Error
special_incomplete,special_incomplete_45,manually,Non-canonical Parameter Values Get Error
special_incomplete,special_incomplete_46,manually,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_2,normal_multi_turn_user_adjust_2_0,manually,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_16,normal_multi_turn_user_adjust_16_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_23,normal_multi_turn_user_adjust_23_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_23,normal_multi_turn_user_adjust_23_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_29,normal_multi_turn_user_adjust_29_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_35,normal_multi_turn_user_adjust_35_1,manually,Non-canonical Parameter Values Get Error
normal_atom_enum,normal_atom_enum_0,llm,Non-canonical Parameter Values Get Error
normal_atom_enum,normal_atom_enum_5,llm,Non-canonical Parameter Values Get Error
normal_atom_enum,normal_atom_enum_9,manually,Non-canonical Parameter Values Get Error
normal_atom_enum,normal_atom_enum_21,llm,Non-canonical Parameter Values Get Error
normal_atom_enum,normal_atom_enum_25,llm,Non-canonical Parameter Values Get Error
normal_atom_enum,normal_atom_enum_40,llm,Non-canonical Parameter Values Get Error
normal_atom_object_short,normal_atom_object_short_0,llm,Non-canonical Parameter Values Get Error
normal_atom_object_short,normal_atom_object_short_12,llm,Non-canonical Parameter Values Get Error
normal_atom_object_short,normal_atom_object_short_15,llm,Non-canonical Parameter Values Get Error
normal_atom_object_short,normal_atom_object_short_18,llm,Non-canonical Parameter Values Get Error
normal_atom_object_short,normal_atom_object_short_26,manually,Non-canonical Parameter Values Get Error
normal_atom_object_short,normal_atom_object_short_28,llm,Non-canonical Parameter Values Get Error
normal_atom_list,normal_atom_list_4,llm,Non-canonical Parameter Values Get Error
normal_atom_list,normal_atom_list_6,llm,Non-canonical Parameter Values Get Error
normal_atom_list,normal_atom_list_18,manually,Non-canonical Parameter Values Get Error
normal_atom_list,normal_atom_list_36,manually,Non-canonical Parameter Values Get Error
normal_atom_list,normal_atom_list_42,llm,Non-canonical Parameter Values Get Error
normal_similar_api,normal_similar_api_22,llm,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_10,llm,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_14,manually,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_25,manually,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_46,manually,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_68,manually,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_6,normal_multi_turn_user_switch_6_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_16,normal_multi_turn_user_switch_16_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_29,normal_multi_turn_user_switch_29_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_39,normal_multi_turn_user_switch_39_1,manually,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_44,normal_multi_turn_user_switch_44_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_44,normal_multi_turn_user_switch_44_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_46,normal_multi_turn_user_switch_46_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_48,normal_multi_turn_user_switch_48_1,llm,Non-canonical Parameter Values Get Error
normal_atom_number,normal_atom_number_5,llm,Non-canonical Parameter Values Get Error
normal_atom_number,normal_atom_number_6,llm,Non-canonical Parameter Values Get Error
normal_atom_number,normal_atom_number_14,manually,Non-canonical Parameter Values Get Error
normal_atom_number,normal_atom_number_15,llm,Non-canonical Parameter Values Get Error
normal_atom_number,normal_atom_number_34,manually,Non-canonical Parameter Values Get Error
normal_atom_number,normal_atom_number_37,manually,Non-canonical Parameter Values Get Error
normal_atom_number,normal_atom_number_38,manually,Non-canonical Parameter Values Get Error
normal_atom_number,normal_atom_number_40,llm,Non-canonical Parameter Values Get Error
normal_atom_number,normal_atom_number_47,manually,Non-canonical Parameter Values Get Error
normal_atom_number,normal_atom_number_49,manually,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_28,llm,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_64,llm,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_84,llm,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_97,llm,Non-canonical Parameter Values Get Error
special_error_param,special_error_param_3,manually,Non-canonical Parameter Values Get Error
special_error_param,special_error_param_15,llm,Non-canonical Parameter Values Get Error
special_error_param,special_error_param_21,manually,Non-canonical Parameter Values Get Error
special_error_param,special_error_param_48,manually,Non-canonical Parameter Values Get Error
special_incomplete,special_incomplete_44,llm,Non-canonical Parameter Values Get Error
normal_atom_object_deep,normal_atom_object_deep_12,llm,Non-canonical Parameter Values Get Error
normal_atom_object_deep,normal_atom_object_deep_27,llm,Non-canonical Parameter Values Get Error
normal_atom_object_short,normal_atom_object_short_21,llm,Non-canonical Parameter Values Get Error
normal_atom_object_short,normal_atom_object_short_25,llm,Non-canonical Parameter Values Get Error
normal_similar_api,normal_similar_api_21,llm,Non-canonical Parameter Values Get Error
normal_similar_api,normal_similar_api_47,llm,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_19,llm,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_48,llm,Non-canonical Parameter Values Get Error
normal_single_turn_parallel_function,normal_single_turn_parallel_function_84,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_3,normal_multi_turn_user_switch_3_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_15,normal_multi_turn_user_switch_15_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_27,normal_multi_turn_user_switch_27_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_switch_41,normal_multi_turn_user_switch_41_1,llm,Non-canonical Parameter Values Get Error
normal_atom_number,normal_atom_number_2,llm,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_33,manually,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_38,manually,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_73,llm,Non-canonical Parameter Values Get Error
normal_single_turn_single_function,normal_single_turn_single_function_81,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_43,normal_multi_turn_user_adjust_43_1,llm,Incorrect Parameter Value
normal_similar_api,normal_similar_api_11,llm,Incorrect Parameter Value
normal_multi_turn_user_switch_0,normal_multi_turn_user_switch_0_1,llm,Non-canonical Parameter Values Get Error
normal_atom_bool,normal_atom_bool_12,llm,Non-canonical Parameter Values Get Error
normal_atom_bool,normal_atom_bool_32,manually,Non-canonical Parameter Values Get Error
normal_atom_bool,normal_atom_bool_44,manually,Non-canonical Parameter Values Get Error
normal_atom_object_deep,normal_atom_object_deep_11,llm,Non-canonical Parameter Values Get Error
normal_atom_object_deep,normal_atom_object_deep_17,llm,Non-canonical Parameter Values Get Error
normal_atom_object_deep,normal_atom_object_deep_21,manually,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_21,normal_multi_turn_user_adjust_21_1,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_35,normal_multi_turn_user_adjust_35_0,llm,Non-canonical Parameter Values Get Error
normal_multi_turn_user_adjust_45,normal_multi_turn_user_adjust_45_1,llm,Non-canonical Parameter Values Get Error
normal_atom_object_short,normal_atom_object_short_1,llm,Non-canonical Parameter Values Get Error
normal_atom_object_short,normal_atom_object_short_34,llm,Non-canonical Parameter Values Get Error
normal_atom_object_short,normal_atom_object_short_43,manually,Non-canonical Parameter Values Get Error
normal_atom_list,normal_atom_list_38,llm,Non-canonical Parameter Values Get Error
normal_similar_api,normal_similar_api_6,manually,Non-canonical Parameter Values Get Error
normal_similar_api,normal_similar_api_12,llm,Non-canonical Parameter Values Get Error
normal_similar_api,normal_similar_api_18,llm,Non-canonical Parameter Values Get Error
normal_similar_api,normal_similar_api_25,llm,Non-canonical Parameter Values Get Error
