task_name,anthropic/claude-4-sonnet-thinking-off,anthropic/claude-4-sonnet-thinking-on-10k,deepseek-ai/DeepSeek-R1-0528,deepseek-ai/DeepSeek-V3-0324,openai/gpt-4.1,openai/gpt-4o-20240806,openai/gpt-4o-mini,openai/o3-high,openai/o4-mini-high,togetherai/Qwen/Qwen3-235B-A22B-FP8,togetherai/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,togetherai/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,togetherai/moonshotai/Kimi-K2-Instruct
add_reminder_content_and_week_delta_and_time_and_location_low_battery_mode_multiple_user_turn_alt_3_distraction_tools_arg_description_scrambled,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0
add_reminder_content_and_week_delta_and_time_and_location_low_battery_mode_multiple_user_turn_alt_3_distraction_tools_arg_type_scrambled,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2
add_reminder_content_and_week_delta_and_time_and_location_low_battery_mode_multiple_user_turn_alt_3_distraction_tools_tool_description_scrambled,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.4,0.0,0.2
add_reminder_content_and_week_delta_and_time_and_location_low_battery_mode_multiple_user_turn_alt_3_distraction_tools_tool_name_scrambled,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
add_reminder_content_and_week_delta_and_time_and_location_low_battery_mode_multiple_user_turn_alt_all_tools,0.2,0.2,0.0,0.0,0.2,0.8,0.2,0.2,0.2,0.0,0.8,0.0,0.2
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn,0.9469654674409925,0.9469654674409925,0.0,0.0,0.3333333333333333,0.9469654674409925,0.3333333333333333,0.9469654674409925,0.9235904558882257,0.9469654674409925,0.6666666666666666,0.6666666666666666,0.0
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn_10_distraction_tools,0.9469654674409925,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.9469654674409925
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn_3_distraction_tools,0.9469654674409925,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9235904558882257,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn_3_distraction_tools_arg_description_scrambled,0.9469654674409925,0.9469654674409925,0.0,0.0,0.3333333333333333,0.9235904558882257,0.6666666666666666,0.9363689007222336,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn_3_distraction_tools_arg_type_scrambled,0.9469654674409925,0.6666666666666666,0.0,0.0,0.6666666666666666,0.9469654674409925,0.3333333333333333,0.3333333333333333,0.9235904558882257,0.6666666666666666,0.3333333333333333,0.9469654674409925,0.0
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn_3_distraction_tools_tool_description_scrambled,0.9469654674409925,0.6666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn_3_distraction_tools_tool_name_scrambled,0.9469654674409925,0.6666666666666666,0.0,0.0,0.6666666666666666,0.9469654674409925,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9469654674409925,0.0,0.0
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn_all_tools,0.9469654674409925,0.3333333333333333,0.9678673354306455,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.9317569077223755,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn_alt,0.6666666666666666,0.6666666666666666,0.0,0.0,0.9678673354306455,0.6666666666666666,0.9678673354306455,0.6666666666666666,0.9235904558882257,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn_alt_10_distraction_tools,0.6666666666666666,0.3333333333333333,0.0,0.0,0.9275140937127512,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9235904558882257,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn_alt_3_distraction_tools,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn_alt_3_distraction_tools_arg_description_scrambled,0.9678673354306455,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.9678673354306455,0.9678673354306455,1.0,0.6666666666666666
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn_alt_3_distraction_tools_arg_type_scrambled,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.9678673354306455,1.0,0.9235904558882257,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn_alt_3_distraction_tools_tool_description_scrambled,0.9678673354306455,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,1.0,0.3333333333333333
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn_alt_3_distraction_tools_tool_name_scrambled,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.9678673354306455,0.0,0.3333333333333333
add_reminder_content_and_week_delta_and_time_and_location_multiple_user_turn_alt_all_tools,0.6666666666666666,0.6666666666666666,0.0,0.0,0.9678673354306455,0.9678673354306455,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333
add_reminder_content_and_week_delta_and_time_multiple_user_turn,1.0,0.5,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0
add_reminder_content_and_week_delta_and_time_multiple_user_turn_10_distraction_tools,1.0,0.5,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,1.0,1.0
add_reminder_content_and_week_delta_and_time_multiple_user_turn_3_distraction_tools,1.0,0.5,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0
add_reminder_content_and_week_delta_and_time_multiple_user_turn_3_distraction_tools_arg_description_scrambled,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0
add_reminder_content_and_week_delta_and_time_multiple_user_turn_3_distraction_tools_arg_type_scrambled,1.0,0.5,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,1.0
add_reminder_content_and_week_delta_and_time_multiple_user_turn_3_distraction_tools_tool_description_scrambled,1.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0
add_reminder_content_and_week_delta_and_time_multiple_user_turn_3_distraction_tools_tool_name_scrambled,1.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,1.0
add_reminder_content_and_week_delta_and_time_multiple_user_turn_all_tools,1.0,0.5,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0
add_reminder_content_and_week_delta_and_time_multiple_user_turn_alt,0.9629100499139881,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.9629100499139881,1.0,0.5,0.0,0.5
add_reminder_content_and_week_delta_and_time_multiple_user_turn_alt_10_distraction_tools,1.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.9629100499139881,0.0,0.5,0.0,0.5
add_reminder_content_and_week_delta_and_time_multiple_user_turn_alt_3_distraction_tools,1.0,1.0,0.0,0.0,0.5,0.5,0.5,1.0,0.9629100499139881,1.0,0.5,1.0,0.5
add_reminder_content_and_week_delta_and_time_multiple_user_turn_alt_3_distraction_tools_arg_description_scrambled,0.9082482928874064,0.9629100499139881,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0
add_reminder_content_and_week_delta_and_time_multiple_user_turn_alt_3_distraction_tools_arg_type_scrambled,1.0,0.9629100499139881,0.0,0.0,1.0,1.0,0.5,1.0,0.9629100499139881,0.5,0.5,0.0,0.5
add_reminder_content_and_week_delta_and_time_multiple_user_turn_alt_3_distraction_tools_tool_description_scrambled,0.9629100499139881,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.9629100499139881,0.5,0.5,1.0,1.0
add_reminder_content_and_week_delta_and_time_multiple_user_turn_alt_3_distraction_tools_tool_name_scrambled,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.9629100499139881,0.5,0.5,0.0,0.5
add_reminder_content_and_week_delta_and_time_multiple_user_turn_alt_all_tools,1.0,0.5,0.0,0.0,0.5,0.9629100499139881,0.5,1.0,0.9629100499139881,0.0,0.5,0.0,1.0
add_reminder_content_and_weekday_delta_and_time,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5
add_reminder_content_and_weekday_delta_and_time_10_distraction_tools,0.5,1.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5
add_reminder_content_and_weekday_delta_and_time_3_distraction_tools,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5
add_reminder_content_and_weekday_delta_and_time_3_distraction_tools_arg_description_scrambled,0.5,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5
add_reminder_content_and_weekday_delta_and_time_3_distraction_tools_arg_type_scrambled,0.5,1.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.5
add_reminder_content_and_weekday_delta_and_time_3_distraction_tools_tool_description_scrambled,0.5,1.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5
add_reminder_content_and_weekday_delta_and_time_3_distraction_tools_tool_name_scrambled,0.5,1.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5
add_reminder_content_and_weekday_delta_and_time_all_tools,0.5,1.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.5
add_reminder_content_and_weekday_delta_and_time_alt,0.5,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.5
add_reminder_content_and_weekday_delta_and_time_alt_10_distraction_tools,0.5,1.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5
add_reminder_content_and_weekday_delta_and_time_alt_3_distraction_tools,0.5,1.0,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5
add_reminder_content_and_weekday_delta_and_time_alt_3_distraction_tools_arg_description_scrambled,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5
add_reminder_content_and_weekday_delta_and_time_alt_3_distraction_tools_arg_type_scrambled,0.5,1.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.5
add_reminder_content_and_weekday_delta_and_time_alt_3_distraction_tools_tool_description_scrambled,0.5,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5
add_reminder_content_and_weekday_delta_and_time_alt_3_distraction_tools_tool_name_scrambled,0.5,1.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5
