task_id,/nethome/hsuh45/.cache/huggingface/models--Qwen--Qwen3-32B/snapshots/9216db5781bf21249d130ec9da846c4624c16137/,/nethome/hsuh45/.cache/huggingface/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218/,anthropic/claude-4-sonnet-thinking-off,anthropic/claude-4-sonnet-thinking-on-10k,deepseek-ai/DeepSeek-R1-0528,deepseek-ai/DeepSeek-V3-0324,openai/gpt-4.1,openai/gpt-4o-20240806,openai/gpt-4o-mini,openai/o3-high,openai/o4-mini-high,togetherai/Qwen/Qwen3-235B-A22B-FP8,togetherai/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,togetherai/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,togetherai/moonshotai/Kimi-K2-Instruct
22,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,1.0
23,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.25,0.25
24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
25,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333
3,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
30,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
33,0.6,0.6,0.4,0.6,0.4,0.6,0.6,0.0,0.2,0.6,0.6,0.6,0.6,0.6,0.6
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,0.6,0.2,0.8,0.4,0.8,0.4,1.0,0.4,0.2,0.8,0.2,0.2,0.2,0.4,0.4
38,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0
39,0.36363636363636365,0.36363636363636365,1.0,0.9090909090909091,0.9090909090909091,1.0,1.0,0.09090909090909091,1.0,0.9090909090909091,0.9090909090909091,0.2727272727272727,0.9090909090909091,0.7272727272727273,1.0
4,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0
40,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,0.6,0.0,0.9,1.0,1.0,1.0,1.0,0.8,0.9,1.0,0.9,0.3,1.0,1.0,1.0
43,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0
44,0.15,0.0,0.3,0.3,0.5,0.35,0.75,0.3,0.45,0.5,0.3,0.1,0.85,0.45,0.4
45,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
7,0.0,0.6,0.6,0.4,0.6,0.6,1.0,1.0,0.6,0.6,0.4,0.8,1.0,0.6,0.4
8,0.5,0.0,0.75,1.0,1.0,0.75,1.0,0.75,0.75,1.0,1.0,1.0,1.0,0.75,1.0
9,0.5,,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.0
