model_name,test_category,task_id,is_summary,score,error,error_type,error_message,model_result,expected_output,decoded_result,input_tokens,output_tokens,total_cost,execution_time,error_code,technical_error_api_error_400,technical_error_zero_token_failure,technical_error_max_tokens_error,technical_error_timeout_before_execution,technical_error_infrastructure_error,technical_error_systematic_model_failure,is_technical_error,api_bias_claude_max_tokens_bias,api_bias_timeout_bias,api_bias_format_bias,is_api_bias,is_parsing_failure,is_state_issue,infra_function_calling_format,infra_tool_use_format,infra_model_specific_prompting,is_infrastructure_issue,is_format_discrimination,issue_classification
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_10,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_11,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_12,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_13,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_14,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_15,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_16,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_17,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_18,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_19,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_20,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_21,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_22,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_23,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_24,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_25,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_26,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_27,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_28,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_29,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_30,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_31,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_32,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_33,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_34,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_35,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_36,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_37,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_38,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_39,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_40,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_41,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_42,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_43,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_44,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_45,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_46,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_47,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_48,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_49,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_50,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_51,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_52,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_53,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_54,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_55,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_56,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_57,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_58,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_59,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_60,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_61,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_62,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_63,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_64,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_65,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_66,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_67,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_68,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_69,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_70,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_71,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_72,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_73,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_74,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_75,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_76,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_77,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_78,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_79,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_80,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_81,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_82,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_83,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_84,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_85,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_86,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_87,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_88,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_89,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_90,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_91,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_92,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_93,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_94,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_95,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_96,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_97,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_98,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_99,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_100,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_101,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_102,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_103,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_104,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_105,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_106,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_107,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_108,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_109,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_110,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_111,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_112,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_113,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_114,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_115,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_116,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_117,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_118,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
anthropic_claude-4-sonnet-thinking-off,BFCL_v3_irrelevance_result,irrelevance_119,False,0,[],,,,,[],0,0,0,0,,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Technical Error (P0)
